答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
27,,2,2,湖南省,湘潭市,雨湖区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,5.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,,3.0,4.0,3.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:19:29,2023-04-13 16:25:53,6分24秒,湖南省,湘潭市,223.156.142.233,Chrome 98.0.4758.102,Android Linux 9
28,,2,2,云南省,昆明市,五华区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,1.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:24:45,2023-04-13 16:26:48,2分3秒,云南省,昆明市,106.57.77.14,Chrome 107.0.5304.141,Android Linux 12
29,,2,2,云南省,昆明市,盘龙区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:27:37,2023-04-13 16:28:47,1分10秒,,,39.144.107.45,Unknown Browser,iPhone iOS 16.1
31,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.0,3.0,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:30:55,2023-04-13 16:34:42,3分47秒,广东省,广州市,103.27.25.180,Chrome 107.0.5304.141,Android Linux 10
32,,2,2,河北省,秦皇岛市,海港区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:35:19,2023-04-13 16:36:47,1分28秒,福建省,福州市,27.149.21.137,Unknown Browser,iPhone iOS 16.0
33,,2,2,福建省,龙岩市,连城县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:41:59,2023-04-13 16:43:28,1分29秒,福建省,福州市,112.49.76.240,Chrome 107.0.5304.141,Android Linux 13
34,,2,2,湖南省,娄底市,冷水江市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:43:59,2023-04-13 16:47:53,3分54秒,福建省,厦门市,117.136.75.120,Chrome 98.0.4758.102,Android Linux 13
35,,2,2,福建省,福州市,晋安区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:51:11,2023-04-13 16:52:30,1分19秒,福建省,福州市,218.106.157.123,Chrome 107.0.5304.141,Android Linux 12
36,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:54:24,2023-04-13 16:55:51,1分27秒,福建省,,223.104.51.54,Chrome 98.0.4758.102,Android Linux 13
37,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:53:07,2023-04-13 16:56:11,3分4秒,福建省,,223.104.51.45,Chrome 107.0.5304.141,Android Linux 13
38,,1,2,云南省,昆明市,盘龙区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,4.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:55:41,2023-04-13 16:57:24,1分43秒,,,39.144.145.245,Unknown Browser,iPhone iOS 16.0.2
39,,2,2,广东省,肇庆市,端州区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:53:05,2023-04-13 16:58:01,4分56秒,广东省,江门市,223.104.1.212,Unknown Browser,iPhone iOS 16.0.3
40,,2,4,福建省,福州市,闽侯县,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,2.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 16:58:31,2023-04-13 17:00:59,2分28秒,福建省,福州市,110.90.230.141,Chrome 107.0.5304.141,Android Linux 9
41,,2,2,山东省,德州市,禹城市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,2.0,4.0,1.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:00:34,2023-04-13 17:02:49,2分15秒,福建省,福州市,112.111.55.201,Chrome 107.0.5304.141,Android Linux 13
42,,1,2,广东省,东莞市,东莞市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,4.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,3.0,5.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,3.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:03:47,2023-04-13 17:06:07,2分20秒,福建省,,223.104.51.24,Chrome 86.0.4240.99,Android Linux 13
43,,2,2,湖南省,长沙市,望城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:06:05,2023-04-13 17:07:45,1分40秒,湖南省,长沙市,116.162.134.29,Chrome 98.0.4758.102,Android Linux 11
44,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,,2.0,4.0,1.0,,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:05:36,2023-04-13 17:08:53,3分17秒,福建省,福州市,27.148.108.86,Unknown Browser,iPhone iOS 16.3.1
46,,2,2,江西省,南昌市,西湖区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:10:15,2023-04-13 17:11:39,1分24秒,江西省,赣州市,117.136.124.206,Unknown Browser,iPhone iOS 16.4.1
47,,1,2,江西省,南昌市,青山湖区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:11:42,2023-04-13 17:12:42,1分0秒,,,39.144.168.41,Unknown Browser,iPhone iOS 16.0
49,,1,2,浙江省,台州市,温岭市,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:15:34,2023-04-13 17:16:27,0分53秒,湖北省,武汉市,111.4.146.229,Unknown Browser,iPhone iOS 16.0.2
50,,1,2,福建省,宁德市,寿宁县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:15:27,2023-04-13 17:17:37,2分10秒,福建省,福州市,27.149.29.16,Chrome 98.0.4758.102,Android Linux 13
51,,3,2,天津市,天津城区,东丽区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,不懂,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:17:18,2023-04-13 17:19:16,1分58秒,天津市,天津市,42.80.66.13,Chrome 107.0.5304.141,Android Linux 12
52,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:17:47,2023-04-13 17:20:28,2分41秒,福建省,福州市,183.250.25.244,Chrome 107.0.5304.141,Android Linux 12
53,,2,2,江苏省,扬州市,江都区,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,3.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,,2.0,3.0,1.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:23:08,2023-04-13 17:25:21,2分13秒,江苏省,扬州市,114.230.249.185,Chrome 107.0.5304.141,Android Linux 10
54,,3,2,福建省,福州市,仓山区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:25:44,2023-04-13 17:26:45,1分1秒,福建省,福州市,112.111.55.220,Chrome 86.0.4240.99,Android Linux 13
55,,1,2,江西省,赣州市,安远县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:31:59,2023-04-13 17:33:27,1分28秒,广东省,东莞市,223.104.75.189,Chrome 107.0.5304.141,Android Linux 12
56,,2,2,云南省,昆明市,盘龙区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:32:32,2023-04-13 17:35:25,2分53秒,福建省,福州市,27.148.45.188,Chrome 107.0.5304.141,Android Linux 13
57,,2,2,福建省,福州市,永泰县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,5.0,5.0,4.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,,2.0,5.0,4.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:35:06,2023-04-13 17:38:50,3分44秒,福建省,福州市,140.243.11.75,Chrome 107.0.5304.141,Android Linux 8.1.0
58,,2,2,河南省,开封市,龙亭区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,,3.0,4.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-13 17:34:24,2023-04-13 17:39:33,5分9秒,福建省,福州市,27.149.115.232,Chrome 98.0.4758.102,Android Linux 10
